province,region,Jul-20,Jul-21,Jul-22,Jul-23,Jul-24
Isabela,Region II (Cagayan Valley),27494,27621,27730,27821,27894
Isabela,Region II (Cagayan Valley),32245,32554,32844,33116,33370
Isabela,Region II (Cagayan Valley),33984,34352,34702,35033,35347
Isabela,Region II (Cagayan Valley),18238,18406,18563,18709,18846
Isabela,Region II (Cagayan Valley),26899,27060,27204,27331,27442
Isabela,Region II (Cagayan Valley),26499,26869,27226,27571,27904
Isabela,Region II (Cagayan Valley),54997,55362,55692,55988,56251
Isabela,Region II (Cagayan Valley),30431,31114,31792,32466,33137
Isabela,Region II (Cagayan Valley),65169,65747,66286,66787,67252
Isabela,Region II (Cagayan Valley),23696,23817,23923,24014,24089
Isabela,Region II (Cagayan Valley),21792,22084,22366,22638,22900
Isabela,Region II (Cagayan Valley),26727,27067,27394,27707,28007
Isabela,Region II (Cagayan Valley),33012,33177,33320,33442,33543
Isabela,Region II (Cagayan Valley),58712,59293,59841,60356,60839
Isabela,Region II (Cagayan Valley),67484,67967,68409,68809,69169
Isabela,Region II (Cagayan Valley),28675,29332,29985,30634,31281
Isabela,Region II (Cagayan Valley),27617,28036,28443,28839,29223
Isabela,Region II (Cagayan Valley),138649,139158,139576,139904,140141
Isabela,Region II (Cagayan Valley),24060,24231,24387,24528,24655
Isabela,Region II (Cagayan Valley),76757,78586,80408,82222,84034
NuevaVizcaya,Region II (Cagayan Valley),17017,17358,17693,18022,18346
NuevaVizcaya,Region II (Cagayan Valley),38453,38617,38753,38860,38938
NuevaVizcaya,Region II (Cagayan Valley),36534,36662,36762,36836,36881
NuevaVizcaya,Region II (Cagayan Valley),59012,60068,61100,62105,63087
NuevaVizcaya,Region II (Cagayan Valley),65102,65700,66254,66765,67232
NuevaVizcaya,Region II (Cagayan Valley),19649,19927,20193,20449,20694
NuevaVizcaya,Region II (Cagayan Valley),29104,29368,29612,29837,30043
NuevaVizcaya,Region II (Cagayan Valley),19905,20023,20127,20216,20291
NuevaVizcaya,Region II (Cagayan Valley),41934,42745,43540,44320,45085
NuevaVizcaya,Region II (Cagayan Valley),25844,26236,26615,26980,27332
NuevaVizcaya,Region II (Cagayan Valley),22574,22841,23094,23333,23558
NuevaVizcaya,Region II (Cagayan Valley),17874,18195,18508,18814,19112
NuevaVizcaya,Region II (Cagayan Valley),62380,62830,63236,63598,63916
NuevaVizcaya,Region II (Cagayan Valley),19126,19209,19278,19333,19374
NuevaVizcaya,Region II (Cagayan Valley),8386,8459,8527,8589,8645
Quirino,Region II (Cagayan Valley),28888,29071,29240,29396,29536
Quirino,Region II (Cagayan Valley),31212,31293,31358,31406,31437
Quirino,Region II (Cagayan Valley),55750,56329,56885,57419,57927
Quirino,Region II (Cagayan Valley),40706,41104,41485,41848,42193
Quirino,Region II (Cagayan Valley),17294,17526,17752,17971,18185
Quirino,Region II (Cagayan Valley),24067,24150,24220,24278,24322
Bataan,Region III (Central Luzon),41960,42252,42491,42676,42818
Bataan,Region III (Central Luzon),28246,28428,28576,28689,28758
Bataan,Region III (Central Luzon),104228,105426,106447,107289,107897
Bataan,Region III (Central Luzon),115505,116868,118040,119021,119750
Bataan,Region III (Central Luzon),75309,77327,79360,81409,83495
Bataan,Region III (Central Luzon),80001,82607,85255,87945,90704
Bataan,Region III (Central Luzon),142996,145635,148073,150311,152385
Bataan,Region III (Central Luzon),33829,34661,35495,36333,37184
Bataan,Region III (Central Luzon),72753,73941,75113,76268,77425
Bataan,Region III (Central Luzon),60544,61461,62362,63247,64132
Bataan,Region III (Central Luzon),43766,43854,43937,44013,44093
Bataan,Region III (Central Luzon),36939,37014,37083,37147,37214
Bulacan,Region III (Central Luzon),62201,62599,62929,63189,63381
Bulacan,Region III (Central Luzon),82388,84207,86059,87943,89866
Bulacan,Region III (Central Luzon),153886,154417,154856,155202,155457
Bulacan,Region III (Central Luzon),132639,135415,138238,141108,144032
Bulacan,Region III (Central Luzon),81374,82020,82555,82980,83296
Bulacan,Region III (Central Luzon),70587,71064,71459,71771,72002
Bulacan,Region III (Central Luzon),114249,114988,115599,116082,116438
Bulacan,Region III (Central Luzon),106343,107235,107974,108559,108992
Bulacan,Region III (Central Luzon),132436,132792,133087,133321,133493
Bulacan,Region III (Central Luzon),264322,265971,267333,268409,269202
Bulacan,Region III (Central Luzon),244554,247635,250196,252236,253761
Bulacan,Region III (Central Luzon),215648,216533,217263,217840,218264
Bulacan,Region III (Central Luzon),115875,116487,116991,117388,117679
Bulacan,Region III (Central Luzon),60053,60170,60267,60344,60402
Bulacan,Region III (Central Luzon),117313,122157,126708,130966,134940
Bulacan,Region III (Central Luzon),54947,55170,55354,55499,55606
Bulacan,Region III (Central Luzon),111495,111993,112404,112728,112966
Bulacan,Region III (Central Luzon),109875,112533,115228,117959,120735
Bulacan,Region III (Central Luzon),114627,116721,118825,120940,123072
Bulacan,Region III (Central Luzon),717084,746118,775160,804212,833353
Bulacan,Region III (Central Luzon),165495,167058,168356,169389,170159
Bulacan,Region III (Central Luzon),102953,104074,105006,105749,106305
Bulacan,Region III (Central Luzon),291422,296207,300215,303444,305901
Bulacan,Region III (Central Luzon),24913,25219,25473,25676,25828
NuevaEcija,Region III (Central Luzon),69488,70763,72059,73378,74723
NuevaEcija,Region III (Central Luzon),69108,70156,71218,72296,73391
NuevaEcija,Region III (Central Luzon),333077,339722,346493,353390,360434
NuevaEcija,Region III (Central Luzon),86165,87697,89255,90838,92452
NuevaEcija,Region III (Central Luzon),45311,46212,47129,48064,49018
NuevaEcija,Region III (Central Luzon),70866,72113,73379,74667,75979
NuevaEcija,Region III (Central Luzon),38628,39323,40030,40749,41481
NuevaEcija,Region III (Central Luzon),119348,121274,123229,125213,127233
NuevaEcija,Region III (Central Luzon),46916,48065,49241,50444,51677
NuevaEcija,Region III (Central Luzon),53387,54586,55811,57061,58341
NuevaEcija,Region III (Central Luzon),133282,136472,139734,143070,146488
NuevaEcija,Region III (Central Luzon),79493,80840,82208,83598,85013
NuevaEcija,Region III (Central Luzon),39254,40029,40818,41622,42442
NuevaEcija,Region III (Central Luzon),30362,30809,31262,31721,32188
NuevaEcija,Region III (Central Luzon),43321,44096,44884,45685,46502
NuevaEcija,Region III (Central Luzon),46682,47292,47910,48535,49169
NuevaEcija,Region III (Central Luzon),87628,88931,90252,91592,92953
NuevaEcija,Region III (Central Luzon),16699,17078,17465,17861,18266
NuevaEcija,Region III (Central Luzon),45012,45865,46733,47616,48518
NuevaEcija,Region III (Central Luzon),32579,33146,33723,34309,34906
NuevaEcija,Region III (Central Luzon),32425,32968,33519,34078,34648
NuevaEcija,Region III (Central Luzon),44692,45575,46474,47390,48325
NuevaEcija,Region III (Central Luzon),71409,72997,74619,76275,77969
NuevaEcija,Region III (Central Luzon),82644,83655,84678,85712,86760
NuevaEcija,Region III (Central Luzon),55502,56327,57164,58012,58874
NuevaEcija,Region III (Central Luzon),150263,152495,154758,157052,159384
NuevaEcija,Region III (Central Luzon),72883,74530,76213,77931,79689
NuevaEcija,Region III (Central Luzon),74522,75593,76677,77776,78893
NuevaEcija,Region III (Central Luzon),65373,66998,68661,70363,72108
NuevaEcija,Region III (Central Luzon),137692,140464,143290,146169,149109
NuevaEcija,Region III (Central Luzon),26475,27051,27639,28238,28852
NuevaEcija,Region III (Central Luzon),54928,56129,57354,58605,59884
Pampanga,Region III (Central Luzon),510473,530140,549676,569081,588409
Pampanga,Region III (Central Luzon),114097,114960,115696,116302,116782
Pampanga,Region III (Central Luzon),145637,147624,149451,151116,152626
Pampanga,Region III (Central Luzon),48608,50416,52209,53985,55750
Pampanga,Region III (Central Luzon),120665,122106,123414,124586,125627
Pampanga,Region III (Central Luzon),139929,142494,144914,147190,149326
Pampanga,Region III (Central Luzon),123305,124087,124731,125237,125606
Pampanga,Region III (Central Luzon),170416,171789,172971,173961,174762
Pampanga,Region III (Central Luzon),288295,295127,301699,308010,314076
Pampanga,Region III (Central Luzon),80749,81473,82106,82648,83100
Pampanga,Region III (Central Luzon),122612,124127,125505,126746,127855
Pampanga,Region III (Central Luzon),61659,62387,63046,63636,64159
Pampanga,Region III (Central Luzon),161913,162855,163616,164197,164598
Pampanga,Region III (Central Luzon),51357,51926,52437,52890,53287
Pampanga,Region III (Central Luzon),137549,139783,141870,143809,145607
Pampanga,Region III (Central Luzon),326719,329695,332305,334546,336426
Pampanga,Region III (Central Luzon),58886,59662,60373,61019,61601
Pampanga,Region III (Central Luzon),58044,58837,59566,60232,60834
Pampanga,Region III (Central Luzon),58199,58617,58971,59258,59482
Pampanga,Region III (Central Luzon),43074,43355,43588,43774,43911
Pampanga,Region III (Central Luzon),42777,43102,43378,43606,43786
Pampanga,Region III (Central Luzon),28661,28774,28881,28980,29074
Tarlac,Region III (Central Luzon),12180,12296,12406,12511,12611
Tarlac,Region III (Central Luzon),76808,78044,79194,80258,81240
Tarlac,Region III (Central Luzon),86185,86751,87307,87852,88389
Tarlac,Region III (Central Luzon),155154,157668,160008,162173,164171
Tarlac,Region III (Central Luzon),169002,171507,173845,176014,178023
Tarlac,Region III (Central Luzon),91931,92727,93491,94221,94921
Tarlac,Region III (Central Luzon),67011,67558,68086,68593,69081
Tarlac,Region III (Central Luzon),34494,34887,35257,35604,35931
Tarlac,Region III (Central Luzon),59344,59664,59985,60306,60631
Tarlac,Region III (Central Luzon),97439,98309,99141,99934,100694
Tarlac,Region III (Central Luzon),24455,24602,24748,24892,25035
Tarlac,Region III (Central Luzon),22440,22637,22825,23006,23178
Tarlac,Region III (Central Luzon),12799,12839,12883,12931,12982
Tarlac,Region III (Central Luzon),26703,26922,27133,27335,27531
Tarlac,Region III (Central Luzon),51353,52006,52620,53192,53726
Tarlac,Region III (Central Luzon),366859,371081,375061,378794,382299
Tarlac,Region III (Central Luzon),67431,68089,68716,69309,69873
Tarlac,Region III (Central Luzon),38549,38952,39333,39694,40034
Zambales,Region III (Central Luzon),60687,61163,61596,61986,62333
Zambales,Region III (Central Luzon),27164,27502,27816,28108,28378
Zambales,Region III (Central Luzon),29232,29578,29899,30196,30470
Zambales,Region III (Central Luzon),84174,87970,91725,95439,99121
Zambales,Region III (Central Luzon),54050,54640,55186,55689,56149
Zambales,Region III (Central Luzon),50894,51418,51903,52348,52753
Zambales,Region III (Central Luzon),243668,245334,246835,248172,249345
Zambales,Region III (Central Luzon),36420,36647,36851,37032,37188
Zambales,Region III (Central Luzon),36046,36301,36548,36787,37017
Zambales,Region III (Central Luzon),24223,24385,24532,24662,24775
Zambales,Region III (Central Luzon),35275,35530,35760,35965,36147
Zambales,Region III (Central Luzon),29602,29796,29970,30124,30258
Zambales,Region III (Central Luzon),62201,62875,63498,64072,64596
Zambales,Region III (Central Luzon),120618,123483,126231,128861,131379
Aurora,Region III (Central Luzon),43191,43873,44537,45183,45812
Aurora,Region III (Central Luzon),24761,24819,24866,24902,24928
Aurora,Region III (Central Luzon),16020,16048,16072,16093,16111
Aurora,Region III (Central Luzon),11640,11682,11717,11744,11764
Aurora,Region III (Central Luzon),27421,27774,28112,28438,28750
Aurora,Region III (Central Luzon),31736,32081,32405,32708,32992
Aurora,Region III (Central Luzon),43321,43795,44250,44688,45110
Aurora,Region III (Central Luzon),29440,29768,30064,30327,30559
Batangas,Region IV-A (CALABARZON),40177,40594,41007,41416,41823
Batangas,Region IV-A (CALABARZON),26862,27172,27481,27787,28093
Batangas,Region IV-A (CALABARZON),99574,101412,103263,105127,107009
Batangas,Region IV-A (CALABARZON),25137,25655,26179,26708,27243
Batangas,Region IV-A (CALABARZON),353179,357866,362543,367211,371881
Batangas,Region IV-A (CALABARZON),101376,103486,105619,107775,109959
Batangas,Region IV-A (CALABARZON),93814,96386,99009,101681,104410
Batangas,Region IV-A (CALABARZON),60763,61636,62510,63384,64261
Batangas,Region IV-A (CALABARZON),34188,34458,34722,34982,35238
Batangas,Region IV-A (CALABARZON),57360,58255,59153,60053,60957
Batangas,Region IV-A (CALABARZON),43192,43966,44745,45529,46321
Batangas,Region IV-A (CALABARZON),104842,107318,109830,112378,114970
Batangas,Region IV-A (CALABARZON),59641,61128,62640,64176,65740
Batangas,Region IV-A (CALABARZON),384553,395863,407419,419222,431302
Batangas,Region IV-A (CALABARZON),45984,46920,47866,48821,49787
Batangas,Region IV-A (CALABARZON),47825,48128,48422,48708,48988
Batangas,Region IV-A (CALABARZON),67799,70378,73037,75777,78605
Batangas,Region IV-A (CALABARZON),31101,31484,31865,32244,32622
Batangas,Region IV-A (CALABARZON),145523,147856,150197,152545,154907
Batangas,Region IV-A (CALABARZON),51576,52232,52886,53538,54189
Batangas,Region IV-A (CALABARZON),127909,130211,132529,134861,137215
Batangas,Region IV-A (CALABARZON),85549,87346,89163,91001,92862
Batangas,Region IV-A (CALABARZON),123522,126716,129966,133271,136642
Batangas,Region IV-A (CALABARZON),35501,35974,36447,36918,37390
Batangas,Region IV-A (CALABARZON),24617,25026,25437,25849,26265
Batangas,Region IV-A (CALABARZON),71160,72337,73517,74703,75897
Batangas,Region IV-A (CALABARZON),25234,26147,27086,28052,29047
Batangas,Region IV-A (CALABARZON),252494,270626,289895,310302,331908
Batangas,Region IV-A (CALABARZON),61052,62017,62985,63955,64931
Batangas,Region IV-A (CALABARZON),51213,52470,53748,55045,56366
Batangas,Region IV-A (CALABARZON),194972,199548,204190,208897,213683
Batangas,Region IV-A (CALABARZON),40535,41040,41544,42046,42547
Batangas,Region IV-A (CALABARZON),18898,19090,19281,19469,19657
Batangas,Region IV-A (CALABARZON),46608,47181,47751,48318,48885
Cavite,Region IV-A (CALABARZON),53721,53954,54137,54270,54353
Cavite,Region IV-A (CALABARZON),41268,41742,42130,42431,42645
Cavite,Region IV-A (CALABARZON),654979,662111,667919,672403,675569
Cavite,Region IV-A (CALABARZON),124517,130887,137562,144538,151837
Cavite,Region IV-A (CALABARZON),104160,104423,104684,104943,105200
Cavite,Region IV-A (CALABARZON),710355,717044,722460,726605,729482
Cavite,Region IV-A (CALABARZON),27703,28978,30309,31694,33138
Cavite,Region IV-A (CALABARZON),361390,367751,373016,377186,380267
Cavite,Region IV-A (CALABARZON),529260,559453,591234,624602,659654
Cavite,Region IV-A (CALABARZON),67640,67890,68084,68222,68305
Cavite,Region IV-A (CALABARZON),86801,87217,87545,87785,87938
Cavite,Region IV-A (CALABARZON),23862,24006,24120,24206,24262
Cavite,Region IV-A (CALABARZON),40050,40536,41026,41521,42022
Cavite,Region IV-A (CALABARZON),34015,34338,34600,34801,34942
Cavite,Region IV-A (CALABARZON),138498,144777,151320,158130,165224
Cavite,Region IV-A (CALABARZON),48596,48948,49231,49444,49588
Cavite,Region IV-A (CALABARZON),130966,135518,140218,145066,150076
Cavite,Region IV-A (CALABARZON),281342,285782,289450,292348,294480
Cavite,Region IV-A (CALABARZON),79023,80059,80910,81574,82054
Cavite,Region IV-A (CALABARZON),257478,261668,265133,267872,269889
Cavite,Region IV-A (CALABARZON),27395,28347,29330,30344,31392
Cavite,Region IV-A (CALABARZON),215790,224471,231981,238322,243504
Cavite,Region IV-A (CALABARZON),172057,175695,179404,183183,187042
Laguna,Region IV-A (CALABARZON),51287,51871,52417,52926,53398
Laguna,Region IV-A (CALABARZON),67325,68213,69045,69823,70547
Laguna,Region IV-A (CALABARZON),375084,382438,389392,395944,402112
Laguna,Region IV-A (CALABARZON),362636,372260,381438,390168,398474
Laguna,Region IV-A (CALABARZON),509293,518853,527883,536380,544370
Laguna,Region IV-A (CALABARZON),84731,85453,86125,86747,87322
Laguna,Region IV-A (CALABARZON),22356,22465,22565,22657,22742
Laguna,Region IV-A (CALABARZON),17832,18044,18243,18429,18601
Laguna,Region IV-A (CALABARZON),25130,25448,25746,26025,26284
Laguna,Region IV-A (CALABARZON),38699,39056,39390,39700,39986
Laguna,Region IV-A (CALABARZON),120016,121380,122656,123844,124947
